link,name,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
http://sofifa.com/player/215985/fernando-monetti/19/159481/,Fernando Monetti,19,19,23,48,19,19,23,13,42,36,56,57,48,66,59,24,62,32,64,15,29,18,15,55,24,31,29,14,24,74,74,76,70,72
http://sofifa.com/player/142773/walter-montillo/19/159481/,Walter Montillo (Walter Damian Montillo),67,57,43,78,71,78,76,78,70,75,68,67,70,63,86,72,61,41,43,68,66,39,69,78,69,81,38,34,57,15,14,7,7,12
http://sofifa.com/player/213433/fernando-tobio/19/159481/,Fernando Tobio,59,27,72,64,36,40,39,33,65,50,62,65,40,70,36,40,82,72,83,21,80,72,40,27,36,63,74,71,70,7,8,12,14,11
http://sofifa.com/player/215250/cesar-rigamonti/19/159481/,Cesar Rigamonti,14,14,17,30,16,16,16,21,21,24,43,44,37,69,48,24,59,29,69,17,23,20,12,32,20,35,13,15,16,72,64,63,78,76
http://sofifa.com/player/216019/damian-musto/19/159481/,Damian Musto,54,34,68,79,32,62,35,50,76,66,42,49,52,73,49,70,65,76,77,67,78,68,59,59,40,55,66,75,68,11,14,9,14,9
http://sofifa.com/player/216020/leonardo-gil/19/159481/,Leonardo Gil,80,35,73,78,37,73,67,76,77,68,72,66,71,58,72,67,90,76,71,74,79,70,61,77,39,65,67,70,73,12,7,9,16,16
http://sofifa.com/player/199387/pablo-chavarria/19/159481/,Pablo Chavarria,67,74,70,74,61,71,57,58,62,74,68,74,72,73,70,72,77,79,76,65,70,28,74,71,63,69,24,37,48,9,15,11,13,7
http://sofifa.com/player/222429/andres-cubas/19/159481/,Andres Cubas (Adrian Andres Cubas),58,45,55,75,33,66,43,40,68,73,76,66,89,70,90,59,78,86,32,62,75,72,54,61,51,70,73,76,77,9,12,11,13,7
http://sofifa.com/player/220128/jonatan-cristaldo/19/159481/,Jonatan Cristaldo,59,72,76,66,70,75,68,48,51,72,76,76,81,70,75,75,60,70,69,68,75,34,71,66,65,76,15,23,21,13,13,16,12,9
http://sofifa.com/player/216036/rafael-delgado/19/159481/,Rafael Delgado,80,44,75,70,28,76,70,70,70,70,75,77,67,72,67,79,75,80,70,74,74,68,69,72,63,68,71,68,69,9,13,7,14,11
http://sofifa.com/player/234468/emanuel-reynoso/19/159481/,Emanuel Reynoso,64,58,59,77,48,79,68,63,73,74,73,62,87,68,79,66,60,71,56,67,71,58,67,78,61,70,60,55,54,7,11,9,5,9
http://sofifa.com/player/236007/ezequiel-barco/19/159481/,Ezequiel Barco,61,66,33,74,43,82,60,61,54,73,90,78,83,69,85,71,41,68,40,61,46,33,68,73,75,75,20,26,39,7,7,5,10,7
http://sofifa.com/player/236527/santiago-caseres/19/159481/,Santiago Caseres,59,54,65,74,53,66,54,42,69,75,69,71,71,72,76,62,73,72,75,58,67,73,58,68,50,66,71,73,73,11,7,10,8,14
http://sofifa.com/player/172019/pablo-mouche/19/159481/,Pablo Mouche (Pablo Nicolas Mouche),73,69,67,70,71,75,71,72,67,71,81,73,77,71,74,76,72,70,69,66,36,38,72,63,47,71,25,12,14,12,15,16,11,12
http://sofifa.com/player/214772/nicolas-pasquini/19/159481/,Nicolas Pasquini,77,60,56,72,53,73,79,70,72,72,77,75,75,77,77,75,72,80,70,68,69,70,71,74,62,73,71,70,68,15,11,13,8,8
http://sofifa.com/player/158969/leonardo-pisculichi/19/159481/,Leonardo Pisculichi (Leonardo Nicolas Pisculichi),74,69,62,72,74,72,79,81,75,76,66,62,71,65,77,78,69,52,59,76,59,48,67,75,77,74,58,29,23,12,10,8,6,14
http://sofifa.com/player/218621/facundo-sanchez/19/159481/,Facundo Sanchez,62,56,61,64,51,73,51,40,59,72,90,90,75,78,72,67,52,85,65,64,71,62,59,60,62,66,71,70,69,12,7,15,6,14
http://sofifa.com/player/215294/cristian-menendez/19/159481/,Cristian Menendez,50,72,77,67,51,64,51,47,56,69,70,66,75,74,50,74,72,77,80,70,56,47,75,76,72,74,32,21,30,14,12,9,13,7
http://sofifa.com/player/193535/sebastian-prediger/19/159481/,Sebastian Prediger (Leonardo Sebastian Prediger),62,55,73,65,68,68,66,71,65,77,68,68,71,68,60,72,76,82,73,69,83,71,61,72,58,76,72,78,68,15,16,6,9,12
http://sofifa.com/player/142592/israel-damonte/19/159481/,Israel Damonte (Israel Alejandro Damonte),67,64,75,70,56,70,57,61,71,73,66,50,69,73,69,63,77,74,77,65,78,72,69,69,60,75,71,68,65,12,15,13,9,16
http://sofifa.com/player/235008/lucas-robertone/19/159481/,Lucas Robertone,71,72,64,69,66,75,79,73,68,77,84,77,83,59,72,72,77,62,48,68,47,36,72,65,67,62,40,42,44,7,15,11,14,14
http://sofifa.com/player/223495/ivan-rossi/19/159481/,Ivan Rossi,55,44,39,66,44,64,51,41,64,68,69,73,70,60,69,58,59,73,74,62,83,76,52,66,43,62,73,79,78,7,12,13,10,14
http://sofifa.com/player/227591/alexis-canelo/19/159481/,Alexis Canelo (Alexis Pedro Canelo),70,74,60,67,50,73,51,42,58,72,84,82,75,60,62,78,70,65,71,68,61,27,70,58,61,67,25,21,21,9,8,8,15,7
http://sofifa.com/player/223240/gonzalo-bettini/19/159481/,Gonzalo Bettini,75,41,66,69,30,61,41,31,55,71,77,72,71,65,64,50,54,84,64,41,71,65,59,73,33,66,57,75,72,13,16,11,7,12
http://sofifa.com/player/223243/victor-emanuel-aguilera/19/159481/,Victor Emanuel Aguilera,37,40,71,60,33,52,59,74,57,60,50,62,33,67,32,67,55,76,81,56,65,73,55,47,64,58,74,73,73,8,16,13,16,8
http://sofifa.com/player/223248/juan-martin-lucero/19/159481/,Juan Martin Lucero,60,68,73,70,65,69,58,41,60,72,84,79,84,72,69,71,70,65,70,63,64,32,70,52,71,72,21,30,18,15,8,10,14,6
http://sofifa.com/player/198426/gonzalo-castellani/19/159481/,Gonzalo Castellani (Gonzalo Pablo Castellani),70,63,68,77,61,75,77,72,73,74,67,71,70,70,72,80,59,69,80,74,79,66,68,72,72,74,75,48,36,12,13,7,14,11
http://sofifa.com/player/219167/sergio-vittor/19/159481/,Sergio Vittor (Sergio Javier Vittor),59,52,1,71,55,4,48,51,2,3,9,2,52,69,37,75,60,73,2,65,2,67,3,58,62,67,71,73,1,9,13,14,9,16
http://sofifa.com/player/157219/gaston-fernandez/19/159481/,Gaston Fernandez (Gaston Nicolas Fernandez),57,69,66,74,67,72,72,74,72,74,69,69,71,60,70,70,70,54,58,71,56,31,72,73,65,71,69,35,29,6,14,16,10,9
http://sofifa.com/player/188196/ricardo-noir/19/159481/,Ricardo Noir (Ricardo Daniel Noir),71,69,66,67,66,72,71,47,61,68,81,80,79,70,77,71,69,78,71,69,65,57,70,69,61,69,33,38,41,8,10,10,6,12
http://sofifa.com/player/232488/cristian-romero/19/159481/,Cristian Romero (Cristian Gabriel Romero),31,26,72,53,33,36,35,29,43,52,61,65,64,69,64,51,76,75,77,37,85,74,31,36,40,58,65,71,71,5,7,11,10,14
http://sofifa.com/player/138798/german-lux/19/159481/,German Lux (German Dario Lux),12,13,13,12,12,11,13,12,29,35,31,37,38,67,55,12,68,43,71,11,45,17,11,49,12,43,20,13,14,71,72,75,71,72
http://sofifa.com/player/222511/ezequiel-unsain/19/159481/,Ezequiel Unsain,15,14,15,35,18,22,20,17,24,25,50,44,54,66,56,30,63,37,65,12,17,20,9,45,22,36,15,19,20,77,68,75,65,78
http://sofifa.com/player/204337/gervasio-nunez/19/159481/,Gervasio Nunez (Jonathan Guillermo Nunez Espinoza),68,66,37,71,57,73,70,69,69,69,75,79,76,69,54,74,72,73,80,70,42,48,67,70,71,67,40,38,34,10,6,16,8,9
http://sofifa.com/player/240690/nicolas-gonzalez/19/159481/,Nicolas Gonzalez (Nicolas Ivan Gonzalez),64,70,69,65,48,78,56,42,54,76,79,79,78,70,76,70,69,73,59,54,54,35,74,64,58,72,25,42,35,10,6,9,5,8
http://sofifa.com/player/226616/jonathan-galvan/19/159481/,Jonathan Galvan (Jonathan Sebastian Galvan),57,58,78,61,50,56,52,37,58,55,63,68,62,66,61,56,86,82,79,54,69,75,57,50,49,53,69,70,62,7,8,7,13,11
http://sofifa.com/player/224057/agustin-farias/19/159481/,Agustin Farias (Carlos Agustin Farias),47,49,50,68,45,60,54,44,64,66,55,57,60,68,61,58,70,78,73,54,82,73,45,60,59,58,75,74,69,10,15,11,16,15
http://sofifa.com/player/215358/marcelo-meli/19/159481/,Marcelo Meli,59,58,64,73,55,66,62,40,66,70,81,84,78,74,75,71,79,93,68,61,77,71,66,70,49,65,62,68,66,8,16,11,7,10
http://sofifa.com/player/232255/agustin-bouzat/19/159481/,Agustin Bouzat,69,60,62,68,56,78,54,44,60,73,86,88,85,62,70,66,75,87,43,59,76,59,67,65,63,66,48,54,50,9,15,13,7,13
http://sofifa.com/player/221250/geronimo-poblete/19/159481/,Geronimo Poblete (Geronimo Gaston Poblete),52,47,50,74,41,72,55,40,72,72,66,67,74,66,85,60,74,83,63,55,74,71,43,64,54,66,69,72,66,6,12,13,6,8
http://sofifa.com/player/226385/cristian-espinoza/19/159481/,Cristian Espinoza (Cristian Omar Espinoza),72,64,46,67,58,75,57,61,2,70,81,75,80,66,77,71,62,77,5,67,14,30,65,70,54,65,4,33,36,16,8,12,7,8
http://sofifa.com/player/228179/alexis-castro/19/159481/,Alexis Castro,68,67,66,71,52,72,61,63,69,71,75,73,77,67,68,65,67,71,67,77,47,72,71,71,55,66,58,61,55,8,14,16,7,13
http://sofifa.com/player/231507/alexis-soto/19/159481/,Alexis Soto,70,33,44,69,37,75,71,60,44,70,74,76,71,65,66,44,73,85,62,34,75,70,41,55,38,61,72,73,74,12,5,6,7,14
http://sofifa.com/player/202069/jose-luis-fernandez/19/159481/,Jose Luis Fernandez,71,62,65,60,52,69,69,68,65,70,87,84,85,73,83,74,81,85,54,74,69,75,66,71,55,69,66,65,62,10,13,9,15,9
http://sofifa.com/player/183893/claudio-yacob/19/159481/,Claudio Yacob (Claudio Ariel Yacob),34,55,73,73,23,59,52,55,70,70,49,38,56,70,68,63,71,61,69,64,88,68,42,57,66,79,73,75,71,6,6,12,9,8
http://sofifa.com/player/202331/facundo-quignon/19/159481/,Facundo Quignon (Facundo Tomas Quignon),67,52,60,76,54,74,64,45,72,73,69,67,75,70,64,63,65,77,69,59,65,68,64,73,53,66,68,66,67,14,7,15,7,10
http://sofifa.com/player/210784/diego-morales/19/159481/,Diego Morales,65,62,37,66,69,81,79,76,65,79,72,65,66,69,74,67,54,64,67,63,71,26,67,76,70,73,29,36,24,13,10,11,10,14
http://sofifa.com/player/184422/luis-ardente/19/159481/,Luis Ardente (Luis Emanuel Ardente),13,12,11,16,10,11,15,16,23,13,25,21,20,62,16,20,26,14,69,12,18,10,10,50,67,36,21,13,12,70,71,82,74,71
http://sofifa.com/player/215144/emanuel-insua/19/159481/,Emanuel Insua,64,55,67,68,30,66,33,42,65,67,71,75,67,70,65,72,76,83,70,63,82,68,63,60,41,65,69,71,72,8,11,7,14,8
http://sofifa.com/player/224104/damian-martinez/19/159481/,Damian Martinez (Damian Alberto Martinez),72,59,53,65,49,67,57,36,59,70,75,74,68,73,69,64,72,74,68,65,68,68,62,54,51,70,72,70,73,11,10,11,15,10
http://sofifa.com/player/223593/javier-correa/19/159481/,Javier Correa,40,76,72,62,52,71,31,25,43,75,66,68,74,58,50,77,76,76,79,64,67,28,73,54,53,60,28,19,20,12,10,11,6,12
http://sofifa.com/player/48745/fabricio-coloccini/19/159481/,Fabricio Coloccini,53,45,78,64,58,58,58,56,66,65,53,44,55,67,59,63,75,54,78,71,78,69,40,48,58,72,72,72,65,11,16,14,16,6
http://sofifa.com/player/215147/lautaro-giannetti/19/159481/,Lautaro Giannetti,35,32,69,58,32,44,37,50,48,50,65,67,53,65,55,52,82,67,77,33,72,68,26,27,50,53,73,71,78,13,13,13,8,15
http://sofifa.com/player/224367/german-lanaro/19/159481/,German Lanaro,29,15,72,69,24,40,25,24,69,56,41,55,57,63,37,61,82,74,90,55,78,62,22,35,40,62,69,74,68,10,11,10,14,6
http://sofifa.com/player/165490/mariano-julio-izco/19/159481/,Mariano Julio Izco,70,53,60,76,60,72,68,50,74,72,68,68,69,74,68,79,55,55,69,69,72,73,61,74,60,75,65,68,68,5,14,15,10,8
http://sofifa.com/player/213619/sebastian-saez/19/159481/,Sebastian Saez,40,77,70,58,65,71,52,44,42,68,68,74,71,74,64,69,59,70,78,57,65,18,73,48,75,62,28,15,14,8,6,7,9,8
http://sofifa.com/player/215155/fernando-zuqui/19/159481/,Fernando Zuqui,60,65,56,77,49,75,61,58,73,72,64,68,82,72,75,63,64,79,70,64,60,66,65,69,53,67,73,59,58,7,9,15,15,7
http://sofifa.com/player/226419/fabian-sambueza/19/159481/,Fabian Sambueza (Fabian Hector Sambueza),77,72,37,74,49,71,67,66,70,69,79,75,91,61,90,63,48,65,35,53,55,28,65,78,65,70,38,34,44,13,16,16,13,12
http://sofifa.com/player/234100/gonzalo-escobar/19/159481/,Gonzalo Escobar,70,32,48,71,29,71,47,35,60,70,82,81,72,65,79,34,76,83,72,56,69,69,48,59,47,53,60,71,71,7,14,15,10,9
http://sofifa.com/player/165493/nicolas-navarro/19/159481/,Nicolas Navarro (Nicolas Gaston Navarro),18,17,15,35,20,19,16,20,22,27,50,54,58,68,43,16,57,41,57,15,34,21,16,45,23,63,23,14,19,71,72,68,70,75
http://sofifa.com/player/215160/fabrizio-angileri/19/159481/,Fabrizio Angileri,76,64,58,68,63,75,68,43,64,68,77,80,75,70,71,74,55,84,77,61,70,69,72,67,63,70,64,69,71,8,8,11,9,8
http://sofifa.com/player/191104/juan-mercier/19/159481/,Juan Mercier (Juan Ignacio Mercier),64,52,64,75,63,66,71,66,70,75,65,50,65,75,63,72,77,34,80,66,75,73,64,75,60,70,76,73,65,14,11,12,10,15
http://sofifa.com/player/177537/nicolas-bertolo/19/159481/,Nicolas Bertolo (Nicolas Santiago Bertolo),74,67,60,72,61,76,76,56,66,72,65,72,79,66,68,72,53,66,68,67,63,57,74,74,57,68,30,28,28,6,16,6,9,13
http://sofifa.com/player/214671/rodrigo-gomez/19/159481/,Rodrigo Gomez,71,65,49,66,57,74,78,73,69,71,83,91,87,67,90,72,58,88,34,75,68,55,58,58,67,52,26,46,46,14,15,10,15,7
http://sofifa.com/player/215193/lucas-menossi/19/159481/,Lucas Menossi,63,49,47,68,71,68,68,68,70,72,83,74,91,74,92,76,82,86,34,78,63,74,68,68,57,67,70,66,62,10,8,14,10,9
http://sofifa.com/player/215202/lucas-janson/19/159481/,Lucas Janson,55,72,58,69,61,77,52,48,58,76,77,74,85,71,82,65,84,69,44,69,63,27,74,73,69,67,32,24,26,12,12,8,9,15
http://sofifa.com/player/235176/christian-bernardi/19/159481/,Christian Bernardi (Cristian Oscar Bernardi),68,65,50,72,47,75,61,70,66,73,79,83,79,63,73,69,58,71,64,52,48,39,68,70,66,64,40,49,51,8,7,6,7,9
http://sofifa.com/player/142762/jonathan-bottinelli/19/159481/,Jonathan Bottinelli (Jonathan Pablo Bottinelli),50,35,75,62,40,45,43,38,53,53,33,39,31,68,65,52,83,47,76,27,81,73,17,41,41,69,74,72,62,7,11,6,6,14
http://sofifa.com/player/215215/fabricio-fontanini/19/159481/,Fabricio Fontanini,34,34,78,62,46,49,32,32,59,50,32,49,58,62,60,56,90,74,80,40,71,65,33,37,42,53,71,78,63,7,13,10,9,9
http://sofifa.com/player/214965/claudio-riano/19/159481/,Claudio Riano,57,69,77,67,73,70,55,34,63,71,77,77,75,68,73,73,58,70,74,67,44,16,68,66,70,58,19,16,15,11,13,10,13,11
http://sofifa.com/player/173245/ramon-fernandez/19/159481/,Ramon Fernandez (Ramon Ignacio Fernandez),59,6,48,73,67,71,76,75,2,73,71,7,2,66,75,71,70,67,63,3,70,57,69,70,68,68,53,56,57,14,14,11,10,9
http://sofifa.com/player/224459/victor-salazar/19/159481/,Victor Salazar,60,47,52,67,35,70,47,35,62,65,91,91,91,66,80,55,64,85,63,49,76,64,58,43,36,55,63,75,71,13,16,8,7,13
http://sofifa.com/player/235987/ivan-gomez/19/159481/,Ivan Gomez,49,52,67,78,45,69,47,44,74,71,66,64,67,69,78,61,66,77,69,46,73,67,47,50,47,67,71,69,68,6,15,13,9,10
http://sofifa.com/player/222428/juan-komar/19/159481/,Juan Komar (Juan Cruz Komar),29,27,75,66,35,35,30,37,57,58,51,61,50,68,35,50,63,79,81,28,64,71,30,42,49,53,73,74,67,6,7,6,15,8
http://sofifa.com/player/239837/alexis-mac-allister/19/159481/,Alexis Mac Allister,72,76,64,75,63,73,73,75,73,75,72,71,69,69,71,74,63,69,61,75,51,45,73,76,74,72,65,54,51,7,10,14,15,10
http://sofifa.com/player/208607/martin-mantovani/19/159481/,Martin Mantovani (Martin Maximiliano Mantovani),47,37,75,67,55,55,63,45,65,60,36,33,48,68,61,59,66,53,80,34,79,73,46,33,42,64,74,71,67,9,9,11,14,12
http://sofifa.com/player/153060/juan-insaurralde/19/159481/,Juan Insaurralde (Juan Manuel Insaurralde),46,38,73,67,23,4,46,27,3,58,47,36,58,71,52,48,72,65,2,35,1,70,37,52,40,63,3,71,70,11,10,13,6,13
http://sofifa.com/player/142822/jonas-gutierrez/19/159481/,Jonas Gutierrez (Jonas Manuel Gutierrez),73,64,64,74,58,71,67,68,71,73,66,62,64,69,55,75,67,72,74,72,64,66,69,71,72,77,72,72,67,6,9,16,10,10
http://sofifa.com/player/219879/matias-pisano/19/159481/,Matias Pisano,68,69,43,66,48,80,72,66,67,72,80,75,81,70,76,70,60,67,33,71,49,36,67,72,49,70,38,50,41,7,10,7,13,8
http://sofifa.com/player/158956/julio-barroso/19/159481/,Julio Barroso (Julio Alberto Barroso),51,36,74,65,46,43,25,55,64,65,68,65,63,75,69,64,87,77,77,52,55,70,44,59,70,72,72,74,70,11,16,8,9,10
http://sofifa.com/player/143598/luciano-pocrnjic/19/159481/,Luciano Pocrnjic (Luciano Dario Pocrnjic),14,12,16,16,11,10,12,13,19,13,26,28,38,72,35,10,32,41,60,10,28,15,11,58,24,41,15,10,10,71,71,64,74,70
http://sofifa.com/player/163056/nereo-champagne/19/159481/,Nereo Champagne,13,17,20,18,16,12,15,18,25,15,40,36,56,67,32,25,62,31,62,15,30,23,10,50,20,51,20,14,13,74,70,66,68,76
http://sofifa.com/player/237819/nicolas-dominguez/19/159481/,Nicolas Dominguez,63,65,67,75,56,69,45,47,67,72,74,74,73,70,73,67,84,90,68,63,77,71,64,66,44,69,68,72,70,6,11,9,10,5
http://sofifa.com/player/224510/walter-bou/19/159481/,Walter Bou (Walter Ariel Bou),67,2,56,2,67,68,62,45,55,2,75,71,74,68,67,74,90,58,63,75,35,13,1,57,59,1,18,15,19,12,15,12,11,12
http://sofifa.com/player/232708/milton-valenzuela/19/159481/,Milton Valenzuela (Milton Nahuel Valenzuela),72,33,53,65,33,67,67,38,54,65,78,74,80,67,83,56,73,76,62,47,74,68,58,67,54,62,70,73,71,15,14,10,15,9
http://sofifa.com/player/223498/emanuel-cecchini/19/159481/,Emanuel Cecchini,63,60,63,70,39,70,54,39,68,71,71,74,75,66,60,73,61,74,63,74,54,73,64,66,38,56,76,72,65,16,15,6,16,9
http://sofifa.com/player/189451/ariel-nahuelpan/19/159481/,Ariel Nahuelpan (Ariel Gerardo Nahuelpan Osten),48,72,73,68,65,65,67,56,42,68,55,55,55,68,32,77,65,62,92,69,79,39,71,60,73,71,30,36,32,9,8,7,12,12
http://sofifa.com/player/224524/esteban-burgos/19/159481/,Esteban Burgos (Esteban Rodrigo Burgos),35,23,71,61,32,48,35,26,48,57,49,49,54,69,46,61,53,77,85,30,73,73,32,35,54,62,70,70,70,15,9,13,7,12
http://sofifa.com/player/215309/lucas-albertengo/19/159481/,Lucas Albertengo,66,74,69,69,68,69,59,37,61,71,66,69,71,71,64,68,69,72,71,67,64,26,72,69,69,68,20,21,23,6,13,13,13,15
http://sofifa.com/player/143119/mariano-pavone/19/159481/,Mariano Pavone (Hugo Mariano Pavone),50,73,76,62,70,57,52,64,50,70,54,49,55,66,73,76,81,69,85,80,75,22,74,56,74,73,30,27,21,8,12,12,15,14
http://sofifa.com/player/176924/federico-gonzalez/19/159481/,Federico Gonzalez (Federico Rafael Gonzalez),66,74,67,69,47,71,59,35,65,74,76,70,73,66,66,70,78,81,78,71,58,46,67,71,66,65,28,24,22,14,7,10,10,12
http://sofifa.com/player/215076/lorenzo-faravelli/19/159481/,Lorenzo Faravelli,69,69,59,71,59,72,63,65,69,71,73,76,77,69,73,69,73,72,68,75,71,76,68,63,67,67,65,75,68,11,14,10,9,14
http://sofifa.com/player/219174/ramiro-carrera/19/159481/,Ramiro Carrera (Ramiro Angel Carrera),71,65,48,59,58,71,52,56,59,72,83,82,70,69,63,64,91,77,73,66,52,45,69,70,62,63,41,41,39,14,16,15,8,12
http://sofifa.com/player/215083/maximiliano-urruti/19/159481/,Maximiliano Urruti,49,70,1,69,1,73,67,52,53,1,80,2,1,71,79,77,62,86,65,1,81,55,1,67,66,71,52,60,50,12,10,16,8,7
http://sofifa.com/player/189228/maximiliano-caire/19/159481/,Maximiliano Caire,63,30,72,58,42,68,68,42,57,63,77,81,73,62,78,60,84,90,64,48,69,71,58,62,44,62,62,67,73,15,7,13,6,7
http://sofifa.com/player/199726/marco-torsiglieri/19/159481/,Marco Torsiglieri (Marco Natanel Torsiglieri),48,35,76,67,36,42,52,46,66,52,38,45,37,67,35,58,62,64,90,32,77,65,42,54,56,64,73,67,69,9,14,10,14,10
http://sofifa.com/player/139058/omar-perez/19/159481/,Omar Perez (Omar Sebastian Perez),72,53,52,77,69,66,77,81,74,76,50,47,57,73,74,73,31,32,80,72,57,51,70,81,63,81,48,46,43,10,16,15,7,13
http://sofifa.com/player/225591/leonardo-suarez/19/159481/,Leonardo Suarez,73,70,54,73,59,75,75,70,67,74,72,65,87,66,90,65,74,50,32,70,36,15,68,73,62,68,23,22,11,11,14,6,15,7
http://sofifa.com/player/211265/ariel-rojas/19/159481/,Ariel Rojas (Ariel Mauricio Rojas),72,66,67,69,71,69,70,65,64,75,62,68,68,71,69,74,71,72,71,73,71,66,72,72,66,71,70,62,57,6,10,14,9,8
http://sofifa.com/player/193602/maximiliano-coronel/19/159481/,Maximiliano Coronel (Maximiliano Angel Coronel),45,38,71,59,42,42,44,47,57,59,55,45,54,68,46,62,92,45,73,33,71,65,26,42,40,55,68,74,73,11,9,14,13,6
http://sofifa.com/player/156483/cristian-lucchetti/19/159481/,Cristian Lucchetti (Cristian David Lucchetti),23,13,23,34,18,24,27,30,32,35,40,45,44,69,45,40,62,35,55,16,45,17,16,51,54,41,21,22,13,71,68,75,65,75
http://sofifa.com/player/215111/gonzalo-veron/19/159481/,Gonzalo Veron,69,66,55,67,71,72,48,66,58,68,85,88,86,71,70,71,46,65,63,64,54,37,68,68,67,64,31,37,31,15,7,9,7,7
http://sofifa.com/player/186695/ezequiel-munoz/19/159481/,Ezequiel Munoz,30,19,74,60,18,38,29,30,55,54,43,44,41,65,37,57,79,67,78,31,78,69,21,29,21,62,67,74,72,11,11,7,11,12
http://sofifa.com/player/158540/cristian-campestrini/19/159481/,Cristian Campestrini,11,10,13,28,11,12,11,15,12,15,24,26,30,68,50,24,60,38,72,10,45,13,12,39,21,63,15,12,11,73,70,63,70,72
http://sofifa.com/player/214862/leandro-benegas/19/159481/,Leandro Benegas (Leandro Ivan Benegas),43,73,69,56,70,58,45,40,44,63,71,76,63,69,60,78,72,78,80,68,58,39,69,45,69,59,36,21,18,6,6,14,10,8
http://sofifa.com/player/207440/franco-fragapane/19/159481/,Franco Fragapane,62,60,43,71,69,74,67,62,68,69,86,90,87,58,92,67,68,75,48,66,27,50,63,64,67,51,36,28,23,9,11,10,12,10
http://sofifa.com/player/232543/sebastian-bertoli/19/159481/,Sebastian Bertoli (Sebastian Hernan Bertoli),12,19,10,23,9,14,12,21,24,20,24,33,38,69,40,25,62,19,60,10,33,11,7,39,72,44,12,13,11,73,69,75,67,71
http://sofifa.com/player/216692/sebastian-torrico/19/159481/,Sebastian Torrico (Sebastian Alberto Torrico),18,20,14,23,18,17,14,21,18,22,48,49,32,69,51,24,60,25,58,12,20,21,13,37,21,36,20,14,15,68,69,70,74,69
http://sofifa.com/player/193141/ivan-pillud/19/159481/,Ivan Pillud,65,34,65,65,53,61,69,64,63,64,74,77,62,70,61,71,77,70,82,55,74,67,55,57,69,67,71,73,72,16,14,7,11,7
http://sofifa.com/player/210814/julian-velazquez/19/159481/,Julian Velazquez,43,40,73,52,36,49,36,35,50,52,65,70,67,62,50,62,73,70,77,32,73,67,36,48,48,64,73,71,79,15,14,7,15,11
http://sofifa.com/player/142720/carlos-araujo/19/159481/,Carlos Araujo (Carlos Luciano Araujo),58,33,55,67,56,76,53,47,64,77,65,59,71,68,66,65,75,70,65,48,68,66,40,59,61,71,78,82,79,16,16,16,8,8
http://sofifa.com/player/215168/juan-garro/19/159481/,Juan Garro,61,68,78,59,58,72,48,36,65,71,80,83,72,72,65,72,63,74,74,43,31,14,74,69,66,63,25,21,22,11,11,16,7,7
http://sofifa.com/player/216706/franco-mussis/19/159481/,Franco Mussis (Franco Gabriel Mussis),62,51,59,71,55,62,63,65,69,67,73,69,72,69,75,73,75,77,74,74,79,68,61,69,51,72,69,70,69,11,14,14,8,14
http://sofifa.com/player/178566/javier-garcia/19/159481/,Javier Garcia (Javier Hernan Garcia),11,11,12,13,14,11,13,13,12,15,35,35,38,62,43,12,63,31,41,14,17,24,10,53,19,32,20,14,11,74,64,74,69,76
http://sofifa.com/player/223879/leonardo-javier-ramos/19/159481/,Leonardo Javier Ramos,37,74,74,66,78,66,51,20,48,69,74,71,84,58,69,68,72,65,83,60,73,21,72,57,66,70,40,21,22,13,13,8,10,12
http://sofifa.com/player/215177/francisco-cerro/19/159481/,Francisco Cerro,66,59,59,73,56,67,59,57,71,70,72,73,67,73,63,73,75,85,80,62,68,71,64,66,53,61,70,73,67,6,15,11,11,14
http://sofifa.com/player/158089/pablo-ledesma/19/159481/,Pablo Ledesma (Pablo Martin Ledesma),63,45,64,81,58,66,62,59,74,70,52,49,64,71,65,70,66,69,74,58,76,64,62,74,64,73,60,65,64,10,9,8,11,9
http://sofifa.com/player/183969/juan-forlin/19/159481/,Juan Forlin (Juan Daniel Forlin),59,36,70,59,40,53,51,38,58,63,58,61,65,67,68,60,80,74,71,27,80,71,41,56,51,66,70,70,73,10,6,7,13,8
http://sofifa.com/player/190629/daniel-villalva/19/159481/,Daniel Villalva (Daniel Alberto Villalba Barrios),64,65,61,70,73,75,71,63,59,74,79,79,85,68,91,72,78,72,32,66,43,49,65,69,63,77,22,23,22,7,7,8,7,16
http://sofifa.com/player/190634/gaston-sauro/19/159481/,Gaston Sauro,34,26,73,69,14,49,25,44,66,56,59,56,52,68,49,57,82,67,80,30,76,68,27,44,44,59,67,68,65,11,12,14,9,8
http://sofifa.com/player/222644/yamil-asad/19/159481/,Yamil Asad,65,69,52,70,61,74,76,69,66,73,77,73,82,67,71,70,72,80,56,67,68,57,69,66,65,67,60,62,58,6,12,15,8,7
http://sofifa.com/player/186553/matias-rodriguez/19/159481/,Matias Rodriguez (Matias Nicolas Rodriguez),69,1,69,2,45,68,51,53,64,73,73,76,72,67,67,71,5,77,68,2,1,68,73,59,68,61,1,1,72,14,8,14,8,7
