Date of submission,PAC WellBore ID,PAC String Type,WELL STATUS,WELL STATUS L1,HEALTHY/UNHEALTHY,UNHEALTHY CATEGORY,ISSUE,WFAM Score,Age,Age Factors,Score,Shallow Gas,Score2,Metal Loss Above Top Packer,Score3,Cement,Score4,Casing Thread,Score5,Corrosive Fluid,Score6,Final Score,WIRE,,,,
November,Sabah,SMRG-F100-LS,Idle,,Healthy,Intact,,2,40,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-F100-SS,Active,,Healthy,Intact,,2,40,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G070S01-LS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G070S01-SS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G071-LS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G071-SS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G072-LS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G072-SS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G073-LS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G073-SS,Idle,,Healthy,Intact,,2,32,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G090-TS,Idle,,Healthy,Intact,,2,39,More than 30 years,1.1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.4255,Low,,,,
November,Sabah,SMRG-G101-TS,Active,,Healthy,Intact,,2,6,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sabah,SMRG-G112-TS,Active,,Healthy,Intact,,2,2,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sabah,SMRG-G113-TS,Active,,Healthy,Intact,,2,2,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sabah,SMRG-G114-TS,Active,,Healthy,Intact,,2,2,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sabah,SMRG-G115-TS,Active,,Healthy,Intact,,2,2,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sabah,SMRK-A001S01-LS,Idle,,Healthy,Intact,,2,16,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,SMRK-A001S01-SS,Idle,,Healthy,Intact,,2,16,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,SMRK-A002-LS,Active,,Healthy,Intact,,2,16,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,SMRK-A002-SS,Idle,,Healthy,Intact,,2,16,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-A001S01-TS,Idle,,Healthy,Intact,,2,44,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A002S02-TS,Active,,Unhealthy,P2 - Exceed Limit,Wellhead/Xmas Tree Passing,4,44,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,5.57865,Serious,,,,
November,Sabah,TMBG-A004-TS,Idle,,Healthy,Intact,,2,29,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-A005S01-TS,Active,,Healthy,Intact,,2,29,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-A006-TS,Idle,,Unhealthy,P2 - Exceed Limit,SCSSV Issue,4,41,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,5.57865,Serious,,,,
November,Sabah,TMBG-A007-TS,Idle,,Unhealthy,P2 - Exceed Limit,Wellhead/Xmas Tree Passing,4,43,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,5.57865,Serious,,,,
November,Sabah,TMBG-A008-TS,Active,,Healthy,Intact,,2,41,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A009S01-TS,Active,,Healthy,Intact,,2,41,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A010S01-TS,Active,,Healthy,Intact,,2,41,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A011-TS,Idle,,Healthy,Intact,,2,41,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A012-TS,Idle,,Healthy,Intact,,2,41,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A014S02-TS,Idle,,Healthy,Intact,,2,5,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sabah,TMBG-A015-TS,Idle,,Healthy,Intact,,2,36,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A016S02-TS,Idle,,Healthy,Intact,,2,36,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A017S02-TS,Idle,,Healthy,Intact,,2,36,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A018-TS,Abandonment,,Healthy,Intact,,2,36,More than 30 years,1.1,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.789325,Low,,,,
November,Sabah,TMBG-A019S02-TS,Active,,Healthy,Intact,,2,28,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.31525,Low,,,,
November,Sabah,TMBG-B001-LS,Active,,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B001-SS,Active,,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B002S02-LS,Active,,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B002S02-SS,Idle,,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B003S02-TS,Active,,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B004S03-TS,Abandonment,,Healthy,Intact,,2,25,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B005S01-TS,Active,,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B006-LS,Idle,,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B006-SS,Active,,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B007-LS,Active,,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B007-SS,Idle,,Healthy,Intact,,2,24,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B008S01-LS,Active,,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B008S01-SS,Active,,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B009-LS,Idle,,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,TMBG-B009-SS,Active,,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sabah,ZUHE-A001-TS,Idle,,Healthy,Intact,,2,4,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sabah,ZUHE-A002-TS,Active,,Healthy,Intact,,2,4,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sabah,ZUHE-A003-TS,Active,,Healthy,Intact,,2,4,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,B11-A101-TS,Abandonment,PA-WA,Healthy,Intact,,2,15,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,B11-A102S01-TS,Active,Flowing,Unhealthy,P2 - Exceed Limit,SCSSV Issue,4,11,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,5.8575825,Serious,,,,
November,Sarawak Gas,B11-A103-TS,Active,Flowing,Healthy,Intact,,2,15,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,B11-A105-TS,Abandonment,PA-WA,Healthy,Intact,,2,15,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Sarawak Gas,B11-A106S04-TS,Active,Flowing,Healthy,Intact,,2,12,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,B11-A107-TS,Active,Flowing,Healthy,Intact,,2,11,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Sarawak Gas,B11-A108-TS,Active,Flowing,Healthy,Intact,,2,15,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,B11-A109-TS,Active,Flowing,Healthy,Intact,,2,15,10-30 years,1.05,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,B12-A101-TS,Active,Flowing,Healthy,Intact,,2,12,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,B12-A102-TS,Active,Flowing,Healthy,Intact,,2,12,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,Cilipadi-101,Active,Flowing,Healthy,Intact,,2,3,Below 10 years,1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.4255,Low,,,,
November,Sarawak Gas,Cilipadi-102,Active,Flowing,Healthy,Intact,,2,3,Below 10 years,1,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.4255,Low,,,,
November,Sarawak Gas,D12-A101A-TS,Active,Flowing,Healthy,Intact,,2,4,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,D12-A103A-TS,Active,Flowing,Healthy,Intact,,2,4,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,E11-A001-TS,Idle,EI-RMD,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,E11-A002S01-TS,Abandonment,PA-SWAP1,Unhealthy,P2 - MOC,High Annulus Pressure,4,15,10-30 years,1.05,Proven,1.15,Unknown,1.05,Not fit for purpose,1.1,Fit for purpose,1,No,1,5.57865,Serious,,,,
November,Sarawak Gas,E11-A003-TS,Active,Flowing,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,E11-A004S01-TS,Active,Flowing,Healthy,Intact,,2,12,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,E11-A005-TS,Idle,EI-RMD,Healthy,Intact,,2,7,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F12-A001-TS,Active,Flowing,Healthy,Intact,,2,1,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F12-A002-TS,Active,Flowing,Healthy,Intact,,2,1,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F12-A003-TS,Active,Flowing,Healthy,Intact,,2,1,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F13E-A001-TS,Idle,EI-RMD,Healthy,Intact,,2,9,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F13E-A002-TS,Idle,NE-LIMIT,Healthy,Intact,,2,10,10-30 years,1.05,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.53575,Low,,,,
November,Sarawak Gas,F13E-A003-TS,Idle,NE-LIMIT,Healthy,Intact,,2,10,10-30 years,1.05,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.53575,Low,,,,
November,Sarawak Gas,F13E-A004-TS,Idle,EI-MECH,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F13W-A001-TS,Idle,EI-RMD,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,F13W-A002-TS,Idle,EI-RMD,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,F13W-A003-TS,Active,Flowing,Healthy,Intact,,2,13,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,No,1,2.6625375,Low,,,,
November,Sarawak Gas,F29-A101-TS,Idle,EI-MECH,Healthy,Intact,,2,4,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F9-A001S03-TS,Active,Flowing,Healthy,Intact,,2,7,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F9-A002-TS,Active,Flowing,Healthy,Intact,,2,7,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F9-A003W01-TS,Active,Flowing,Healthy,Intact,,2,7,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,F9-A005-TS,Idle,EI-MECH,Healthy,Intact,,2,3,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,G07-A101-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,10,10-30 years,1.05,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.53575,Low,,,,
November,Sarawak Gas,Jintan-101,Abandonment,PA-SWAP1,Healthy,Intact,,2,13,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.546775,Low,,,,
November,Sarawak Gas,Jintan-102,Active,Flowing,Healthy,Intact,,2,15,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.546775,Low,,,,
November,Sarawak Gas,Jintan-103,Active,Intermittent,Healthy,Intact,,2,10,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.546775,Low,,,,
November,Sarawak Gas,Jintan-104,Abandonment,PA-SWAP1,Healthy,Intact,,2,11,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.546775,Low,,,,
November,Sarawak Gas,Jintan-106,Abandonment,PA-SWAP1,Healthy,P3-Within Limit,,3,14,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.8201625,Medium,,,,
November,Sarawak Gas,Jintan-107,Abandonment,PA-SWAP1,Healthy,P3-Within Limit,,3,15,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.8201625,Medium,,,,
November,Sarawak Gas,Jintan-108,Abandonment,PA-SWAP1,Healthy,P3-Within Limit,,3,14,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,3.8201625,Medium,,,,
November,Sarawak Gas,Jintan-110,Active,Flowing,Healthy,Intact,,2,16,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.546775,Low,,,,
November,Sarawak Gas,Jintan-111,Active,Flowing,Healthy,Intact,,2,15,10-30 years,1.05,No risk,1,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.546775,Low,,,,
November,Sarawak Gas,KNWT-A001-TS,Active,Flowing,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,KNWT-A002-TS,Active,Flowing,Healthy,Intact,,2,6,Below 10 years,1,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.415,Low,,,,
November,Sarawak Gas,KUMA-A001-TS,Active,Flowing,Healthy,Intact,,2,6,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sarawak Gas,KUMA-A002-TS,Active,Flowing,Healthy,Intact,,2,6,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sarawak Gas,KUMA-A003-TS,Active,Flowing,Healthy,Intact,,2,6,Below 10 years,1,No risk,1,Below 30%,1,Fit for purpose,1,Fit for purpose,1,No,1,2,Low,,,,
November,Sarawak Gas,KUMA-A004-TS,Active,Flowing,Healthy,Intact,,2,6,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sarawak Gas,KUMA-A005-TS,Active,Flowing,Healthy,Intact,,2,6,Below 10 years,1,No risk,1,Below 30%,1,Fit for purpose,1,Fit for purpose,1,No,1,2,Low,,,,
November,Sarawak Gas,LAIL-A102-TS,Active,Flowing,Healthy,Intact,,2,4,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sarawak Gas,LAIL-A104-TS,Active,Flowing,Healthy,Intact,,2,4,Below 10 years,1,No risk,1,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,No,1,2.1,Low,,,,
November,Sarawak Gas,M1-A101-TS,Active,Flowing,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M1-A102-TS,Idle,NE-LIMIT,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M1-A103-TS,Active,Flowing,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M1-A105S01-TS,Active,Flowing,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M1-A106-LS,Abandonment,PA-SWAP1,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M1-A106-SS,Abandonment,PA-SWAP1,Healthy,Intact,,2,15,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M1-A108S01-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M1-A110-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,17,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Sarawak Gas,M1-A111S01-TS,Active,Flowing,Healthy,Intact,,2,22,10-30 years,1.05,Proven,1.15,Unknown,1.05,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.92879125,Low,,,,
November,Sarawak Gas,M1-A112S01-TS,Active,Flowing,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M3-A101S02-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,18,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M3-A102S01-TS,Abandonment,PA-SWAP1,Unhealthy,P2 - MOC,High Annulus Pressure,4,18,10-30 years,1.05,Proven,1.15,Below 30%,1,Fit for purpose,1,Fit for purpose,1,Yes,1.1,5.313,High,,,,
November,Sarawak Gas,M3-A103-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M3-A104-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M3-A105-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M3-A106S02-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M3-A107-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Below 30%,1,Unknown Cement Quality,1.05,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
November,Sarawak Gas,M3-A108-TS,Abandonment,PA-SWAP1,Healthy,Intact,,2,23,10-30 years,1.05,Proven,1.15,Unknown,1.05,Fit for purpose,1,Fit for purpose,1,Yes,1.1,2.789325,Low,,,,
